Nombre,Equipo,Precio,Puntos,Partidos,Minutos,Goles,Asistencias,Asistencias sin Gol,Centros,Despejes,Remates,Tiros,Recuperaciones,Perdidas,Penaltis fallados,Goles en contra,Rojas,Paradas,Penaltis cometidos,Amarillas,Seguna Amarilla,Penaltis provocados,Penaltis parados,Goles en PP
Lejeune,Rayo Vallecano,17.969.498€,69,13,979,6,1,2,0,13,14,11,22,127,0,19,0,0,0,1,0,1,0,0
De Paul,Atlético de Madrid,18.000.687€,57,14,1156,1,1,2,0,2,12,3,78,164,0,20,0,0,0,2,0,0,0,0
Parejo,Villarreal CF,15.513.920€,64,13,730,1,2,3,1,3,17,13,41,123,0,8,0,0,0,2,0,0,0,0
Álex Baena,Villarreal CF,21.349.203€,68,14,1170,0,0,0,0,13,1,0,84,178,0,19,0,31,0,1,0,0,0,0
David López,Girona FC,21.091.886€,65,14,813,3,1,2,3,2,20,10,51,179,0,10,0,0,0,0,0,0,0,0
Ledesma,Cádiz CF,18.451.626€,89,13,1170,0,0,1,0,5,1,0,103,125,0,16,0,40,0,2,0,0,0,0
Lamine Yamal,FC Barcelona,18.866.853€,50,13,967,1,1,2,9,5,18,9,69,229,0,16,0,0,0,4,0,0,0,0
Remiro,Real Sociedad,26.829.882€,97,14,1260,0,0,0,0,20,0,0,104,127,0,17,0,48,0,1,0,0,0,0
Jörgensen,Villarreal CF,16.927.665€,90,13,1170,0,0,0,0,7,0,0,80,35,0,13,0,32,0,1,0,0,0,0
Bamba,RC Celta,18.214.246€,76,14,971,7,1,2,1,3,4,16,26,113,0,20,0,0,0,3,0,2,0,0
Tsygankov,Girona FC,29.816.876€,69,12,887,1,5,6,22,1,5,10,52,167,0,20,1,0,0,4,0,0,0,0
Guruzeta,Athletic Club,26.824.398€,77,12,903,7,1,1,1,13,6,15,24,81,0,8,0,0,0,1,1,1,0,0
Barrenetxea,Real Sociedad,27.203.978€,64,14,1134,1,1,0,9,11,11,2,89,125,0,22,0,0,0,2,0,0,0,0
Witsel,Atlético de Madrid,29.628.561€,78,12,1010,1,0,1,0,37,0,2,66,63,0,9,0,0,0,0,0,0,0,0
Cardona,UD Las Palmas,3.808.852€,58,14,705,1,0,0,1,25,9,7,65,79,0,12,0,0,0,2,0,0,0,0
Rüdiger,Real Madrid,34.474.505€,66,11,915,2,0,0,0,31,1,4,81,79,0,12,0,0,0,3,0,0,0,0
Koke,Atlético de Madrid,14.577.653€,54,9,562,0,1,2,0,7,23,3,60,95,0,7,0,0,0,2,0,0,0,0
Sorloth,Villarreal CF,16.687.546€,68,14,1255,1,0,1,1,28,1,9,87,98,0,18,0,0,1,2,0,0,0,0
Alaba,Real Madrid,35.989.766€,60,14,1259,1,0,0,0,76,3,4,106,188,0,24,0,0,0,4,0,1,0,0
Unai Simón,Athletic Club,21.845.398€,91,14,1085,8,1,1,5,10,14,16,32,127,0,13,0,0,0,2,0,1,0,0
David Soria,Getafe CF,22.317.581€,99,14,1144,5,3,5,10,12,19,20,63,217,0,15,0,0,0,2,0,0,0,0
Ocampos,Sevilla FC,5.466.453€,50,14,414,4,1,1,0,2,4,6,10,54,0,5,0,0,0,0,0,0,0,0
Marc Roca,Real Betis,13.315.997€,55,13,980,3,1,1,1,19,12,8,41,140,0,15,0,0,0,1,0,1,0,0
Modric,Real Madrid,10.782.579€,56,12,818,1,2,8,0,1,1,8,45,108,0,8,0,0,0,1,0,0,0,0
Pezzella,Real Betis,23.278.289€,80,14,1140,0,0,0,0,68,2,2,96,103,0,11,0,0,0,3,0,0,0,0
Samu Costa,RCD Mallorca,3.628.973€,60,11,655,6,0,1,1,7,1,10,15,65,0,10,1,0,0,0,0,0,0,0
Dimitrievski,Rayo Vallecano,18.993.505,102,14,1260,0,0,0,0,13,1,0,114,183,0,18,0,55,0,1,0,0,1,0
Hermoso,Atlético de Madrid,24.229.082€,76,14,1178,2,1,1,8,6,26,12,65,176,0,21,0,0,0,0,0,0,0,0
Hugo Duro,Valencia CF,23.703.098€,78,14,1140,6,2,3,0,7,7,13,36,105,0,16,0,0,0,1,0,1,0,0
En-Nesyri,Sevilla FC,7.375.388€,50,11,841,1,0,2,8,8,9,1,62,133,0,9,0,0,0,4,0,0,0,0
Raphinha,FC Barcelona,11.340.119€,41,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Oblak,Atlético de Madrid,22.918.949€,84,13,1001,4,0,2,5,26,12,8,74,116,0,13,0,0,0,4,0,1,0,0
Rioja,Deportivo Alavés,13.359.455€,78,14,1108,1,3,6,19,12,16,10,66,187,0,15,0,0,0,3,0,1,0,0
Mikel Merino,Real Sociedad,20.833.131€,52,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
De Marcos,Athletic Club,14.695.060€,54,14,1125,0,0,0,0,55,0,0,74,95,0,18,0,0,0,2,0,0,0,0
Greenwood,Getafe CF,11.353.688€,54,11,920,0,0,0,0,46,0,0,68,78,0,13,0,0,0,3,0,0,0,0
Miguel Gutiérrez,Girona FC,25.151.105€,71,14,1152,2,0,0,3,6,13,4,107,161,0,11,0,0,1,4,0,0,0,0
Iván Martín,Girona FC,10.579.722€,61,11,705,2,2,4,9,6,7,6,37,100,0,8,0,0,1,0,0,0,0,0
Gazzaniga,Girona FC,22.390.408€,94,14,801,1,4,4,23,4,1,10,55,87,0,8,0,0,0,2,0,0,0,0
Daley Blind,Girona FC,33.796.732€,74,14,1117,3,1,1,0,14,23,8,91,185,0,17,0,0,0,2,0,0,0,0
Robertone,UD Almería,5.495.650€,54,13,890,0,5,4,14,16,8,0,80,203,0,13,0,0,0,4,0,0,0,0
Guido Rodríguez,Real Betis,12.222.076€,69,10,900,0,0,0,0,7,0,0,57,56,0,7,0,24,0,1,0,0,0,0
David López,Girona FC,21.091.886€,65,14,813,3,1,2,3,2,20,10,51,179,0,10,0,0,0,0,0,0,0,0
Arribas,UD Almería,5.199.763€,58,13,893,3,0,0,1,7,8,5,45,83,0,11,0,0,1,3,0,0,0,0
Chris Ramos,Cádiz CF,3.473.022€,54,14,976,0,0,0,0,33,0,0,72,79,0,11,0,0,0,4,0,0,0,0
Álex Balde,FC Barcelona,27.879.779€,59,12,943,1,1,2,2,16,12,6,52,93,0,11,0,0,0,5,0,0,0,0
Mamardashvili,Valencia CF,13.248.664€,81,14,1260,0,0,0,0,11,0,0,105,157,0,18,0,36,1,1,0,0,1,0
De Galarreta,Athletic Club,6.659.237€,56,12,823,2,1,1,0,7,3,4,59,105,0,12,0,0,0,1,0,0,0,0
Mika Marmol,UD Las Palmas,8.483.122€,65,14,809,2,4,6,1,2,17,9,60,148,0,22,0,0,0,4,0,1,0,0
Diego Rico,Getafe CF,4.576.400€,53,11,934,1,3,3,15,9,4,2,66,157,0,15,0,0,0,3,0,0,0,0
Traoré,Real Sociedad,16.964.136€,60,14,1146,0,0,0,0,64,1,2,84,98,0,22,0,0,1,2,0,0,0,0
Foyth,Villarreal CF,9.178.837€,49,10,620,2,1,0,1,0,19,7,18,95,0,7,0,0,0,0,0,0,0,0
Kirian,UD Las Palmas,7.216.397€,70,13,1170,1,0,0,0,85,0,5,94,66,0,22,0,0,1,2,0,0,0,0
Nahuel Molina,Atlético de Madrid,19.082.022€,53,13,914,0,0,0,0,34,6,0,78,73,0,14,0,0,0,1,0,0,0,0
Tchouaméni,Real Madrid,16.809.938€,61,14,1094,0,2,1,3,19,9,0,100,171,0,15,0,0,0,4,0,0,0,0
Barrios,Atlético de Madrid,7.083.575€,53,7,630,0,0,0,0,8,0,0,53,44,0,5,0,17,0,0,0,0,0,0
Badé,Sevilla FC,11.675.825€,52,14,863,0,0,0,3,6,11,4,66,143,0,7,0,0,0,1,0,0,0,0
Thierry Correia,Valencia CF,6.718.880€,53,14,1220,0,0,0,10,26,12,3,102,212,0,16,0,0,1,4,0,0,0,0
Fekir,Real Betis,8.763.929€,3,3,17,0,0,0,0,0,0,0,3,3,0,0,0,0,0,0,0,0,0,0
Le Normand,Real Sociedad,14.658.901€,53,13,1022,0,2,0,5,18,11,2,103,191,0,14,0,0,1,1,0,0,0,0
Ferran Torres,FC Barcelona,11.844.014€,52,12,948,1,0,0,0,42,1,1,65,66,0,14,0,0,1,2,0,0,0,0
Willian José,Real Betis,8.585.879€,59,14,993,0,1,1,4,17,16,1,54,147,0,9,0,0,0,1,0,0,0,0
Marcos Llorente,Atlético de Madrid,12.241.039€,57,10,584,0,2,3,2,1,9,5,58,94,0,3,0,0,0,1,0,0,0,0
Mingueza,RC Celta,2.333.771€,43,14,1215,0,1,1,0,55,4,2,89,121,0,33,0,0,0,3,0,0,0,0
Yan Couto,Girona FC,6.527.390€,45,12,615,0,1,1,13,5,3,0,38,110,0,13,0,0,0,1,0,0,0,0
Arrizabalaga,Real Madrid,16.501.104€,68,10,709,4,1,3,0,0,29,8,19,158,0,3,0,0,0,2,0,0,0,0
Unai Nuñez,RC Celta,6.931.895€,60,14,1155,0,0,1,0,46,3,3,110,112,0,17,0,0,0,2,0,0,0,0
Jonathan Viera,UD Las Palmas,7.291.337€,52,12,887,0,1,0,0,50,3,4,71,103,0,12,1,0,0,1,0,0,0,0
Suso,Sevilla FC,4.422.081€,57,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Riquelme,Atlético de Madrid,5.675.331€,43,12,630,1,1,1,0,3,2,4,44,55,0,8,0,0,0,2,0,0,0,0
Sivera,Deportivo Alavés,6.772.401€,72,13,1085,2,3,4,11,6,12,9,65,169,0,16,0,0,0,5,0,1,0,0
Maksimovic,Getafe CF,10.466.548€,67,13,1120,0,0,2,2,43,1,0,51,85,0,8,0,0,0,6,0,0,0,0
Rajkovic,RCD Mallorca,7.561.122€,67,13,1052,0,1,5,11,29,10,1,77,125,0,13,0,0,0,3,0,0,0,0
Iñigo Martínez,FC Barcelona,9.478.809€,34,11,543,0,0,0,0,24,0,1,41,63,0,6,0,0,0,2,0,0,0,0
Boyé,Granada CF,6.424.743€,43,9,653,1,0,0,0,31,2,3,49,57,0,9,0,0,0,4,0,0,0,0
Lukébakio,Sevilla FC,8.710.859€,48,14,740,0,1,2,5,24,2,1,39,97,0,9,0,0,0,3,0,0,0,0
Miranda,Real Betis,2.830.347€,48,13,665,0,1,5,0,15,0,2,54,89,0,8,0,0,0,1,0,0,0,0
Espino,Rayo Vallecano,7.021.570€,53,14,544,0,3,3,3,11,4,0,63,77,0,7,0,0,0,1,0,0,0,0
Berenguer,Athletic Club,2.811.238€,53,9,619,2,1,2,5,1,9,6,28,89,0,7,0,0,0,1,0,0,0,0
Óscar Valentín,Rayo Vallecano,8.817.794€,63,12,796,3,2,2,1,0,13,7,47,136,0,6,1,0,0,0,1,0,0,0
Christensen,FC Barcelona,13.403.810€,57,13,791,2,1,4,5,8,4,4,41,106,0,9,0,0,0,2,0,0,0,0
Aimar Oroz,C.A. Osasuna,8.643.445€,57,13,1145,0,1,1,26,32,5,2,80,178,0,20,0,0,0,4,0,0,0,0
Gabriel Paulista,Valencia CF,6.821.962€,54,10,686,0,2,2,0,8,2,1,66,81,0,7,0,0,0,2,0,0,0,0
Moi Gómez,C.A. Osasuna,3.493.032€,41,8,694,4,0,1,1,6,7,13,16,65,0,19,0,0,0,1,0,0,0,0
Zubeldia,Real Sociedad,5.677.465€,44,12,638,1,2,1,20,3,2,5,30,124,0,11,2,0,0,2,0,0,0,0
Navas,Sevilla FC,1.975.664€,29,9,602,0,2,2,9,7,4,1,43,90,0,12,1,0,0,2,0,0,0,0
Starfelt,RC Celta,8.863.096€,69,13,986,1,0,1,0,24,8,4,98,78,0,10,0,0,1,5,0,0,0,0
Moleiro,UD Las Palmas,2.356.049€,30,9,374,0,1,1,0,3,15,4,25,66,0,4,0,0,0,2,1,0,0,0
Guevara,Deportivo Alavés,2.341.339€,58,13,801,5,0,1,4,2,8,9,35,92,0,23,0,0,0,0,0,0,0,0
Kike García,Deportivo Alavés,1.509.174€,47,14,688,2,0,1,1,8,8,12,24,98,1,8,0,0,0,1,0,1,0,0
Uzuni,Granada CF,3.308.687€,59,13,653,1,3,2,2,12,11,3,69,92,0,16,0,0,0,4,0,1,0,0
Albiol,Villarreal CF,2.571.819€,43,14,1180,1,1,2,12,15,10,5,81,235,0,24,0,0,1,1,0,0,0,0
Coco,UD Las Palmas,1.919.078€,46,14,756,1,0,0,0,38,0,4,57,60,0,9,0,0,0,2,0,0,0,0
Javi Muñoz,UD Las Palmas,545.356€,40,13,347,1,0,1,7,2,5,5,20,42,0,5,0,0,0,0,0,0,0,0
Gumbau,Granada CF,823.471€,40,12,993,0,0,0,1,14,4,1,80,106,0,13,0,0,0,6,0,0,0,0
Machís,Cádiz CF,3.745.716€,46,12,547,3,0,0,9,2,4,7,41,91,0,10,1,0,0,0,0,0,0,0
Guridi,Deportivo Alavés,2.273.431€,53,14,1017,1,1,1,15,8,12,5,56,141,0,18,0,0,0,4,0,0,0,0
Mendy,Real Madrid,8.699.885€,41,11,698,1,0,0,3,3,6,4,56,96,0,12,0,0,0,1,0,0,0,0
Capoue,Villarreal CF,3.767.624€,51,14,411,2,1,3,19,4,6,3,22,96,0,6,0,0,0,2,0,0,0,0
Chimy Ávila,C.A. Osasuna,2.751.650€,44,10,816,3,2,0,0,15,24,5,40,145,0,21,1,0,0,3,0,0,0,0
Vesga,Athletic Club,16.295.083€,65,13,1120,4,1,3,11,10,4,6,50,155,0,16,0,0,0,5,0,1,0,0
Diao,Real Betis,2.666.449€,15,14,580,0,0,0,2,7,3,0,43,96,0,12,0,0,0,3,0,0,0,0
Ramazani,UD Almería,5.650.305€,64,13,751,0,0,0,3,8,15,1,77,88,0,6,0,0,0,3,0,0,0,0
Catena,C.A. Osasuna,7.579.941€,57,14,814,0,1,1,0,21,2,0,52,40,0,9,0,0,0,1,0,0,0,0
Gonzalo Villar,Granada CF,2.654.774€,59,14,1018,2,0,3,3,0,10,7,50,171,0,14,0,0,0,1,0,0,0,0
Giménez,Atlético de Madrid,4.524.060€,27,8,365,0,0,0,0,25,2,0,17,35,0,4,0,0,0,2,0,0,0,0
Dani Rodríguez,RCD Mallorca,4.040.039€,53,14,625,3,0,2,3,4,7,6,27,96,0,7,0,0,0,1,0,1,0,0
Torró,C.A. Osasuna,1.599.044€,39,12,980,0,0,0,0,42,2,0,60,88,0,16,0,0,0,5,0,0,0,0
Gudelj,Sevilla FC,3.190.687€,46,12,887,1,0,1,0,35,2,3,54,91,0,15,0,0,0,5,0,0,0,0
Pedrosa,Sevilla FC,816.638€,33,13,682,0,2,2,7,16,3,0,50,138,0,9,0,0,0,1,0,0,0,0
Manuel Pellegrini,Real Betis,513.910€,41,8,501,0,0,0,0,8,4,0,38,34,0,2,0,0,0,2,0,0,0,0
Chadi Riad,Real Betis,3.827.611€,47,10,744,0,0,0,0,40,0,1,48,43,0,10,0,0,0,0,0,0,0,0
Maffeo,RCD Mallorca,1.493.149€,22,11,614,0,0,1,7,7,5,1,43,115,0,11,1,0,0,1,0,0,0,0
Correa,Atlético de Madrid,3.049.413€,48,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Denis Suárez,Villarreal CF,826.190€,15,12,408,0,0,0,0,10,1,0,35,41,0,8,0,0,0,3,1,0,0,0
Oriol Romeu,FC Barcelona,8.399.746€,51,12,619,1,1,2,7,3,20,5,25,89,0,9,0,0,0,1,0,0,0,0
Valjent,RCD Mallorca,5.272.147€,54,11,749,0,4,3,5,13,2,6,68,114,0,17,0,0,0,4,0,0,0,0
Mojica,C.A. Osasuna,2.644.990€,46,13,669,0,1,4,13,4,5,2,81,148,0,13,0,0,0,0,0,0,0,0
Sergio Herrera,C.A. Osasuna,5.600.971€,58,14,1103,0,0,2,4,33,7,1,112,217,0,12,0,0,0,4,0,0,0,0
Ianis Hagi,Deportivo Alavés,744.802€,32,10,412,0,1,1,10,3,4,5,16,68,1,6,0,0,0,2,0,0,0,0
Maximiano,UD Almería,1.751.614€,42,14,817,1,0,3,17,18,3,3,61,151,0,13,0,0,0,4,0,0,0,0
Sow,Sevilla FC,5.564.161€,43,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Sadiq,Real Sociedad,2.331.254€,37,10,474,0,1,2,5,2,6,1,34,84,0,5,0,0,0,1,0,0,0,0
Alcaraz,Cádiz CF,1.333.450€,40,14,899,0,1,0,5,8,4,2,48,118,0,10,0,0,1,1,0,0,0,0
Pathé Ciss,Rayo Vallecano,4.048.474€,58,13,1059,4,2,4,1,14,3,16,33,166,2,18,0,0,0,0,0,0,0,0
Máximo Perrone,UD Las Palmas,524.162€,36,12,739,1,0,0,0,18,1,2,39,55,0,13,0,0,0,2,0,0,0,0
Larsen,RC Celta,14.759.923€,65,12,1040,0,0,0,0,46,10,0,86,103,0,10,0,0,0,2,1,0,0,0
Alderete,Getafe CF,1.059.029€,33,13,568,0,1,0,0,40,3,0,35,80,0,6,0,0,0,3,0,0,0,0
Cristhian,Valencia CF,2.458.851€,53,13,1011,0,3,2,2,4,6,0,60,114,0,14,0,0,0,1,0,0,0,0
Balliu,Rayo Vallecano,4.166.551€,47,12,638,0,2,3,4,19,1,0,37,59,0,6,0,0,0,3,0,0,0,0
Manu Sánchez,RC Celta,939.845€,32,14,772,0,1,2,5,19,4,0,59,118,0,15,0,0,0,1,0,0,0,0
Guaita,RC Celta,1.836.450€,29,9,273,0,1,1,0,7,0,2,13,20,0,2,0,0,0,0,0,0,0,0
Blanco,Deportivo Alavés,817.202€,41,14,360,0,0,0,0,4,0,0,38,13,0,2,0,15,0,0,0,0,0,0
Acuña,Sevilla FC,1.234.156€,14,4,140,1,0,0,1,1,0,1,6,9,0,1,1,0,0,1,0,0,0,0
Azpilicueta,Atlético de Madrid,5.464.363€,48,14,470,1,1,1,3,4,6,4,46,69,0,5,0,0,0,1,0,0,0,0
Yéremy Pino,Villarreal CF,2.530.686€,22,5,147,2,0,0,1,0,2,3,1,27,0,1,0,0,0,0,0,0,0,0
Gorosabel,Deportivo Alavés,1.266.837€,40,12,636,1,0,0,0,43,3,2,40,49,0,14,0,0,0,1,0,0,0,0
Duarte,Deportivo Alavés,4.252.922€,42,12,769,0,0,0,2,8,6,1,72,87,0,11,1,0,0,0,0,0,0,0
Latasa,Getafe CF,644.272€,37,14,363,1,1,2,0,1,12,6,11,48,0,7,0,0,0,2,0,0,0,0
Nyland,Sevilla FC,1.889.597€,37,10,387,0,0,0,0,6,3,1,47,57,0,3,0,0,0,2,0,0,0,0
Damián,Getafe CF,1.558.684€,46,13,1022,0,1,0,14,24,8,0,74,185,0,15,0,0,0,4,0,0,0,0
Javi López,Deportivo Alavés,546.786€,41,13,791,0,0,0,0,48,1,0,46,53,0,13,0,0,1,3,0,0,0,0
Paredes,Athletic Club,11.319.753€,56,14,720,1,2,1,5,6,9,4,65,95,0,11,0,0,0,3,0,0,0,0
Soumaré,Sevilla FC,1.273.116€,20,5,270,0,1,1,2,9,3,0,23,37,0,5,0,0,0,0,0,0,0,0
Djené,Getafe CF,2.487.717€,39,10,571,1,0,1,1,10,3,4,37,68,0,6,0,0,0,0,0,0,0,0
Luiz Henrique,Real Betis,2.186.765€,35,8,292,0,2,3,3,2,11,1,18,54,0,5,0,0,0,1,0,0,0,0
Dmitrovic,Sevilla FC,1.653.708€,26,12,450,0,0,0,0,7,1,0,39,45,0,9,0,18,0,0,0,0,0,1
Raíllo,RCD Mallorca,2.385.538€,14,9,411,0,0,0,8,6,3,1,39,79,0,11,0,0,0,2,0,0,0,0
Michel,Girona FC,497.379€,58,14,990,0,0,0,0,11,0,0,112,111,0,22,0,39,2,1,0,0,0,0
Trejo,Rayo Vallecano,1.258.384€,42,12,897,0,0,2,2,16,10,0,60,158,0,10,0,0,0,0,0,0,0,1
Milla,Getafe CF,518.248€,13,4,223,0,0,0,8,1,2,0,21,41,0,2,0,0,0,0,0,0,0,0
Claudio Bravo,Real Betis,2.025.974€,53,14,956,1,0,0,0,34,1,1,58,86,0,14,0,0,1,4,0,0,0,1
Borja Iglesias,Real Betis,2.551.857€,20,13,277,0,1,2,0,2,1,1,8,30,0,2,0,0,0,2,0,0,0,0
Javi Hernández,Cádiz CF,2.921.443€,57,11,613,1,1,4,19,0,14,7,36,121,0,14,0,0,0,2,0,0,0,0
Araujo,UD Las Palmas,715.774€,23,9,406,0,0,0,0,27,2,0,25,45,0,6,0,0,0,0,0,0,0,0
Amallah,Valencia CF,1.213.402€,30,10,422,0,0,0,0,7,0,0,48,50,0,9,0,16,0,1,0,0,0,0
Moncayola,C.A. Osasuna,1.601.939€,45,14,418,2,0,1,8,4,5,5,30,77,0,12,0,0,0,0,0,0,0,0
Pedraza,Villarreal CF,2.619.716€,29,13,271,1,1,1,2,0,0,4,11,41,0,5,0,0,0,1,0,0,0,0
Leo Baptistao,UD Almería,509.418€,29,12,502,2,0,0,0,7,1,6,24,88,0,13,0,0,0,3,0,0,0,0
Militão,Real Madrid,2.140.800€,2,1,50,0,0,0,0,1,0,0,4,1,0,0,0,0,0,0,0,0,0,0
Rubén García,C.A. Osasuna,2.301.894€,45,12,871,0,2,2,1,6,5,2,47,85,0,13,0,0,0,1,1,0,0,0
Loiodice,UD Las Palmas,1.998.933€,51,14,916,0,1,1,8,17,18,2,82,191,0,15,0,0,0,2,0,0,0,0
Rubén Peña,C.A. Osasuna,3.544.548€,51,14,635,0,1,2,1,12,3,2,43,73,0,9,0,0,0,3,0,0,0,0
De La Torre,RC Celta,913.172€,45,12,829,0,0,0,1,9,11,1,75,78,0,24,0,0,0,0,0,0,0,0
William Carvalho,Real Betis,1.431.978€,22,8,196,0,1,0,0,1,1,0,25,40,0,0,0,0,0,0,0,0,0,0
